"","Eli_repA_tech1.sorted.bam","Eli_repB_tech1.2.sorted.bam","Eli_repC_tech1.sorted.bam","Elizabeth_repA_tech1.sorted.bam","Elizabeth_repB_tech1.2.sorted.bam","Elizabeth_repC_tech1.sorted.bam","Eric_repA_tech1.sorted.bam","Eric_repB_tech1.2.sorted.bam","Eric_repC_tech1.sorted.bam","Ethan_repA_tech1.sorted.bam","Ethan_repB_tech1.2.sorted.bam","Ethan_repC_tech1.sorted.bam"
"NM_001111077",6143,7229,10920,4565,6978,2155,7055,4710,2512,6989,5977,4513
"NM_001111097",5451,4222,9115,4796,4292,1928,5281,2258,2101,7432,4267,4197
"NM_001111101",0,1,0,0,2,0,1,0,0,0,2,0
"NM_001111112",1612,959,3709,1873,1249,341,1891,642,843,2109,1162,1615
"NM_001111270",84,124,295,56,75,55,80,70,42,51,55,56
"NM_001111307",414,184,1055,191,85,69,586,137,302,471,161,381
"NM_001112",18,43,86,15,15,7,143,38,33,90,82,154
"NM_001112706",5,2,2,28,39,6,6,2,3,18,13,6
"NM_001112732",24,45,89,21,19,5,91,37,33,64,38,29
"NM_001112734",545,319,1303,437,218,61,498,200,224,545,296,325
"NM_001112802",12,22,34,2,1,1,6,2,1,4,7,1
"NM_001113202",7145,12922,18898,6689,13888,2141,8514,8274,3722,9696,14210,7073
"NM_001113228",141,149,461,29,24,6,185,158,105,31,45,128
"NM_001113324",100,383,337,70,421,52,103,196,51,130,289,121
"NM_001113348",836,1119,1879,586,634,278,767,485,290,559,546,624
"NM_001113361",742,734,1079,535,990,355,732,642,366,811,788,582
"NM_001113378",1496,1668,2659,1372,2340,454,1741,1273,662,1646,1845,1524
"NM_001113402",104,102,405,109,84,41,169,71,78,121,91,197
"NM_001113407",709,746,1496,514,801,388,511,409,299,810,727,672
"NM_001113475",29,7,46,8,10,5,21,10,19,12,7,5
"NM_001113482",69,171,204,20,63,28,107,141,60,84,96,123
"NM_001113492",4852,8337,10623,3441,6637,1736,4554,4950,2549,6124,6319,3849
"NM_001113498",0,0,0,0,0,0,0,0,0,0,1,1
"NM_001113523",2624,1092,5464,1413,843,452,2263,587,1340,1517,748,2025
"NM_001113528",375,345,1098,468,437,88,501,332,251,606,391,530
"NM_001113536",0,4,0,1,5,2,4,11,3,2,4,4
"NM_001113546",897,535,2093,1507,1113,440,1060,385,314,1197,799,874
"NM_001113567",7,13,16,15,1,0,14,13,3,16,10,9
"NM_001114091",2007,1862,4866,2282,2447,381,2682,1534,1243,2583,2485,2313
"NM_001114092",483,424,1184,465,442,148,695,320,271,633,483,549
"NM_001114093",1908,1093,3741,1864,1322,587,2400,936,1009,2334,1176,1764
"NM_001114099",2,0,3,0,0,0,0,0,0,1,0,2
"NM_001114108",20,85,50,25,62,21,16,14,13,22,28,15
"NM_001114118",888,530,1532,713,601,262,799,353,393,1031,486,702
"NM_001114120",244,279,738,316,380,49,447,303,175,374,394,494
"NM_001114132",689,689,2542,1148,905,198,1103,563,642,1007,759,1012
"NM_001114133",39,11,42,51,14,15,15,4,4,105,22,61
"NM_001114134",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001114137",10,6,36,0,1,0,1,5,0,3,2,5
"NM_001114185",350,730,619,278,669,145,257,425,129,558,778,378
"NM_001114309",32,86,37,5,9,2,14,3,4,26,42,13
"NM_001114331",492,402,1193,421,497,191,354,227,234,503,352,465
"NM_001114394",1903,1181,4639,2170,1506,315,2458,953,1148,2499,1414,1885
"NM_001114403",959,472,1958,462,291,253,1011,230,513,962,340,1012
"NM_001114614",2,14,19,1,6,2,7,0,1,11,11,6
"NM_001114617",1210,1846,2658,929,1572,521,1046,1108,513,1741,1619,1067
"NM_001114632",99,154,375,71,121,54,108,104,69,128,163,135
"NM_001114635",359,208,1214,462,277,74,723,320,458,301,165,273
"NM_001114726",0,1,0,0,0,0,0,0,0,2,0,0
"NM_001114734",0,0,2,0,1,1,1,0,4,2,0,3
"NM_001114735",1293,1849,3772,1557,2708,440,1315,1381,554,1617,2529,1288
"NM_001114748",1,3,5,0,2,0,2,1,2,5,2,0
"NM_001114938",79,31,160,59,54,27,118,15,34,67,25,60
"NM_001114979",171,89,311,266,210,156,112,68,64,274,122,147
"NM_001115",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001115007",405,302,795,389,386,57,458,213,157,511,309,404
"NM_001115113",3376,1818,7936,3638,1876,816,3833,1191,1735,4203,1594,3151
"NM_001115131",0,0,3,1,0,0,0,0,0,0,0,0
"NM_001115152",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001115156",4256,6003,10421,4190,6878,1620,5396,4949,2340,5832,7710,4307
"NM_001116",3,6,11,46,28,9,2,0,4,18,22,13
"NM_001118",1,2,0,0,0,0,0,0,0,1,0,0
"NM_001118888",0,1,1,0,0,0,0,0,0,2,0,0
"NM_001122607",326,105,511,297,165,86,276,63,76,431,156,219
"NM_001122636",1,3,7,0,0,0,0,0,1,0,2,0
"NM_001122646",1,0,3,0,0,0,0,0,0,0,0,2
"NM_001122674",63,73,198,95,157,29,115,79,28,102,146,68
"NM_001122679",15,22,53,7,10,5,11,2,4,26,17,19
"NM_001122681",1621,1127,3552,1405,935,727,1244,476,652,1578,724,1187
"NM_001122731",791,490,1453,496,502,303,719,334,318,700,390,660
"NM_001122742",0,5,1,1,0,0,6,3,0,3,4,4
"NM_001122752",28,33,119,8,18,4,41,13,19,61,67,30
"NM_001122757",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001122764",111,168,290,92,178,52,126,125,63,127,201,145
"NM_001122769",18,11,107,36,36,12,36,19,40,27,57,71
"NM_001122772",450,603,940,234,541,174,319,360,197,445,498,363
"NM_001122779",0,2,0,0,0,0,0,0,0,4,0,0
"NM_001122819",1,1,1,0,0,0,8,0,0,1,1,2
"NM_001122821",6722,7994,12924,5946,7775,2016,6571,4801,2350,8786,7509,4937
"NM_001122834",48,52,102,19,21,11,30,24,8,112,63,74
"NM_001122837",355,635,1006,217,485,146,335,361,150,488,491,285
"NM_001122838",290,138,563,336,178,54,299,96,120,277,143,202
"NM_001122848",2,2,9,5,3,1,0,0,1,5,3,1
"NM_001122965",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001123041",9,2,1,0,0,0,4,0,0,19,18,0
"NM_001123065",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001123225",0,5,14,1,0,0,3,0,0,5,2,4
"NM_001123226",523,557,1265,457,620,173,613,404,275,625,732,508
"NM_001123329",1437,1529,4887,1641,1425,452,2236,1336,1215,1845,1599,2140
"NM_001123355",1107,634,1951,893,729,303,1118,443,470,1449,630,836
"NM_001123363",1674,2107,7426,4242,3475,587,4395,2977,3721,2133,2494,2977
"NM_001123366",366,119,638,623,234,168,556,79,182,539,196,388
"NM_001123377",1756,3761,3377,1476,5261,616,1689,2049,464,2420,4442,1320
"NM_001123378",819,1827,1163,668,2194,306,624,1178,241,994,2248,714
"NM_001123396",10,2,7,0,0,0,4,0,0,18,30,0
"NM_001124758",1,0,0,3,3,0,2,1,1,4,2,2
"NM_001124759",0,1,0,0,0,0,0,0,0,0,0,0
"NM_001124767",108,114,288,82,86,30,91,64,60,100,69,84
"NM_001126",928,708,1579,920,971,196,1372,659,463,1301,918,964
"NM_001126049",98,108,172,60,108,36,58,47,37,115,80,113
"NM_001126051",1811,2811,3614,1371,2659,857,1816,1559,694,2329,2253,1525
"NM_001126060",3,0,2,0,0,0,1,0,1,0,0,1
"NM_001126102",0,0,1,0,2,0,0,0,0,0,0,0
"NM_001126106",564,640,901,397,772,231,275,258,109,732,804,390
"NM_001126111",809,650,1681,1077,838,138,863,442,303,934,781,878
"NM_001126121",262,421,452,164,433,111,271,348,95,385,524,288
"NM_001126122",247,393,427,154,423,104,274,322,88,359,494,261
"NM_001126128",0,0,0,0,0,0,0,0,1,0,1,0
"NM_001126131",930,1289,1737,708,1355,426,851,870,435,1057,1157,941
"NM_001126181",11,1,2,4,2,3,0,3,5,23,9,11
"NM_001126328",46,32,82,0,4,1,7,7,1,6,9,6
"NM_001126334",10,5,18,16,2,5,23,9,6,18,2,20
"NM_001126335",4,1,4,4,0,5,1,0,5,8,0,3
"NM_001126336",181,190,622,535,237,34,112,31,17,169,153,90
"NM_001126337",16,35,86,40,55,15,31,8,5,15,26,22
"NM_001127178",686,473,1165,427,514,227,559,250,273,589,406,410
"NM_001127182",300,366,681,362,601,99,513,379,171,471,662,632
"NM_001127190",2465,2405,4634,1911,2174,1048,1882,1208,962,3379,2035,2262
"NM_001127193",3843,4890,8102,3533,5130,1194,4542,3391,1907,4873,5630,3495
"NM_001127208",2113,1970,7647,3055,2255,538,2748,1347,1640,3024,2367,2940
"NM_001127211",1,0,1,1,4,1,1,0,0,3,5,3
"NM_001127213",1352,3027,4076,851,2605,495,792,1486,406,1681,2474,1421
"NM_001127216",236,263,624,116,110,37,168,159,128,245,247,184
"NM_001127217",0,8,1,0,0,0,0,0,3,2,0,3
"NM_001127228",700,753,1429,713,942,274,644,475,307,1126,1020,687
"NM_001127232",418,160,778,778,377,84,820,287,372,593,239,371
"NM_001127240",88,247,250,50,199,43,81,173,54,146,269,132
"NM_001127257",169,161,650,234,258,35,359,236,137,281,272,341
"NM_001127320",2612,1460,4980,2086,1408,998,2494,664,1143,3078,933,2078
"NM_001127321",7780,2858,12027,7342,3705,1993,9338,2298,2933,10254,3107,6345
"NM_001127325",223,650,451,172,566,94,243,382,108,283,710,265
"NM_001127328",1586,2118,4514,1844,2055,258,3045,1740,1026,2220,2844,2048
"NM_001127360",400,252,923,377,379,59,562,247,217,519,281,412
"NM_001127361",334,562,794,490,894,260,313,310,105,622,673,407
"NM_001127364",75,63,222,130,90,28,117,68,72,151,74,154
"NM_001127371",589,466,885,543,574,165,685,493,256,943,800,574
"NM_001127384",2,7,14,0,1,0,8,6,1,6,8,12
"NM_001127392",92,55,350,20,10,4,24,11,23,46,14,49
"NM_001127393",482,1017,1362,420,1544,225,520,549,209,610,1232,460
"NM_001127398",525,479,1196,414,500,126,687,342,275,781,635,447
"NM_001127399",542,631,1281,500,761,149,499,521,246,707,863,445
"NM_001127442",4,1,9,1,3,0,3,1,0,4,0,1
"NM_001127457",306,522,924,267,530,133,402,349,171,459,467,338
"NM_001127461",2,3,3,0,1,0,0,1,0,7,1,0
"NM_001127482",138,93,264,145,109,56,210,86,84,203,117,141
"NM_001127487",19,35,84,71,44,20,29,36,60,53,42,26
"NM_001127491",1461,2069,2761,1201,2618,670,1306,1236,567,3349,3440,2358
"NM_001127496",53,23,89,34,33,38,10,15,13,23,10,7
"NM_001127507",229,132,727,427,297,100,322,146,204,174,206,451
"NM_001127585",172,250,500,176,212,68,151,156,82,171,186,121
"NM_001127608",4,1,10,0,0,0,0,0,0,2,0,3
"NM_001127615",21,9,24,23,24,2,18,2,1,14,15,27
"NM_001127628",0,0,0,0,2,1,0,1,1,2,0,1
"NM_001127643",0,0,0,0,0,0,0,0,0,0,1,0
"NM_001127651",1076,1727,2102,1404,2409,556,1136,1028,390,1701,2809,1516
"NM_001127692",260,261,531,246,334,77,277,198,108,330,329,274
"NM_001127699",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001127702",8,8,11,0,1,0,0,0,0,1,0,4
"NM_001127710",1,1,0,0,0,0,0,3,0,0,1,0
"NM_001127713",4,4,29,1,1,0,7,14,3,9,0,10
"NM_001127714",1144,217,2655,766,134,414,819,57,364,1075,109,1010
"NM_001127715",621,617,1646,843,860,112,613,491,310,622,528,579
"NM_001127893",1,1,0,17,5,10,15,1,4,13,6,5
"NM_001127896",0,0,0,0,0,0,0,1,0,0,2,0
"NM_001128076",2,0,7,2,1,2,4,0,0,1,0,0
"NM_001128085",0,1,3,14,9,1,2,4,3,4,6,4
"NM_001128141",0,0,0,0,0,0,1,0,0,0,0,0
"NM_001128147",702,432,1636,915,582,151,776,274,398,889,412,632
"NM_001128165",1,0,0,0,1,1,0,0,0,1,0,3
"NM_001128203",104,211,184,90,176,32,196,134,53,84,170,116
"NM_001128214",39,42,109,42,43,7,47,28,21,54,51,44
"NM_001128215",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001128217",2571,2925,11147,3736,2786,659,4545,2445,2617,2656,2840,4610
"NM_001128223",271,164,951,343,190,25,250,107,164,276,266,331
"NM_001128225",126,209,335,56,202,69,125,133,58,190,192,159
"NM_001128228",103,247,279,41,196,49,68,191,81,111,191,107
"NM_001128303",56,65,313,181,124,16,120,50,57,104,94,140
"NM_001128306",0,0,3,0,1,0,0,0,0,0,0,1
"NM_001128309",239,225,670,325,238,125,277,128,142,388,242,348
"NM_001128326",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001128423",1,4,3,7,1,5,6,0,2,8,7,8
"NM_001128428",0,0,3,1,2,2,1,0,0,0,1,6
"NM_001128430",817,633,2394,1090,903,181,1254,628,529,1149,1033,1161
"NM_001128596",443,295,1019,1386,735,67,507,130,101,1574,786,525
"NM_001128602",1248,1132,3002,2032,1515,363,1360,549,431,2005,1637,1627
"NM_001128610",944,637,3084,1174,961,233,1275,559,707,1154,985,1321
"NM_001128615",387,200,718,176,134,70,159,66,59,293,231,348
"NM_001128618",1,1,2,1,0,0,0,1,0,0,0,0
"NM_001128619",3036,2810,5294,2979,3768,625,3728,2431,1433,4597,3508,2705
"NM_001128626",83,77,204,146,119,12,170,101,62,169,220,304
"NM_001128629",23,15,117,17,18,8,55,10,18,34,26,41
"NM_001128633",19,22,54,4,17,8,11,33,17,10,26,20
"NM_001128636",6,5,42,6,3,7,2,2,4,16,2,6
"NM_001128827",148,90,317,118,70,46,80,48,79,202,88,89
"NM_001128848",1609,1144,2787,1883,1915,1300,1546,809,966,2037,1003,1457
"NM_001128850",15,63,49,5,21,3,1,20,1,35,67,20
"NM_001128911",8826,3776,19165,7142,3027,3724,8534,1690,4568,11102,2649,7437
"NM_001128915",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001128916",499,1123,678,326,1109,202,335,659,146,686,1208,447
"NM_001128921",1148,739,2391,920,850,353,1156,538,520,1071,814,836
"NM_001128922",146,141,303,207,140,63,99,56,27,550,205,90
"NM_001128926",47,10,72,32,16,13,47,8,16,35,11,22
"NM_001128928",196,193,361,115,109,46,219,78,82,213,182,183
"NM_001128930",858,838,2082,867,811,296,1223,766,763,1113,794,893
"NM_001128931",245,165,475,259,177,69,242,119,160,315,170,254
"NM_001128934",1,1,1,7,0,2,4,0,0,7,2,0
"NM_001129",45,59,121,10,16,7,5,7,7,26,25,20
"NM_001129727",15,15,32,12,12,3,7,17,4,5,13,12
"NM_001129728",18,15,34,12,12,3,7,16,4,5,13,14
"NM_001129742",3,7,18,1,22,0,0,5,3,5,19,6
"NM_001129778",113,251,354,176,336,124,146,102,75,198,222,124
"NM_001129820",4,3,3,0,1,0,0,3,0,2,7,0
"NM_001129827",3,3,11,0,1,2,4,1,3,3,1,1
"NM_001129837",3,3,11,0,1,2,4,1,3,3,1,1
"NM_001129883",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001129885",4,2,2,0,0,0,0,1,0,2,2,3
"NM_001129889",4,3,4,5,0,0,2,0,0,5,0,2
"NM_001129890",54,25,91,75,55,16,42,14,13,87,26,53
"NM_001129908",0,0,0,0,2,0,0,0,0,0,0,2
"NM_001129981",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001129993",102,77,320,190,155,56,194,97,103,165,128,290
"NM_001129995",2,5,0,0,2,0,3,0,4,2,0,1
"NM_001130003",0,0,0,0,0,0,0,0,0,0,1,0
"NM_001130004",108,121,167,11,14,5,4,4,8,107,45,36
"NM_001130007",2258,1647,4158,2438,1999,770,2717,1179,1043,2827,1756,2174
"NM_001130014",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001130017",0,0,0,0,0,0,0,0,0,1,3,0
"NM_001130021",1897,1361,3861,1246,997,503,1383,625,798,1821,1024,1364
"NM_001130022",176,160,422,207,199,23,262,173,139,224,258,208
"NM_001130026",1144,1293,1824,734,910,289,1345,758,533,1598,911,888
"NM_001130029",114,159,217,54,184,37,108,121,42,133,141,71
"NM_001130031",812,653,1757,825,845,336,942,484,392,912,753,697
"NM_001130037",0,0,3,1,1,0,0,1,0,0,2,1
"NM_001130041",460,470,998,384,532,144,329,293,198,537,424,411
"NM_001130045",1,0,2,0,0,0,1,0,0,0,0,0
"NM_001130046",2,3,21,29,12,11,16,0,3,40,14,20
"NM_001130047",420,475,1052,515,723,100,388,383,211,598,732,379
"NM_001130053",2017,9270,5304,1664,8809,934,1836,6058,1056,2583,8428,1829
"NM_001130055",1693,7797,4761,1407,7273,794,1536,4879,886,2166,6903,1570
"NM_001130064",6,2,4,1,5,2,3,2,0,11,7,3
"NM_001130082",115,109,320,96,162,101,93,42,64,168,118,125
"NM_001130089",1968,3152,3301,1775,3689,872,2143,2259,728,2951,3640,1631
"NM_001130090",2,2,12,2,1,0,0,2,0,1,1,5
"NM_001130091",2,2,6,2,1,0,0,2,0,1,1,4
"NM_001130105",1184,752,3101,1262,698,180,1483,545,746,1517,856,1241
"NM_001130106",92,231,219,62,206,37,77,160,59,133,245,105
"NM_001130110",116,163,314,115,125,25,176,146,48,214,194,252
"NM_001130113",451,496,705,319,632,164,459,375,185,530,544,456
"NM_001130136",5,16,24,7,8,1,2,1,5,8,2,6
"NM_001130142",32,38,127,14,21,3,28,32,28,49,71,22
"NM_001130143",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001130144",95,153,402,47,61,24,54,67,42,104,121,108
"NM_001130148",175,158,438,133,130,64,206,110,84,176,156,176
"NM_001130157",15,18,122,15,7,0,12,2,7,10,12,15
"NM_001130167",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001130405",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001130407",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001130410",371,565,922,226,692,135,251,333,115,476,703,259
"NM_001130413",16,11,50,8,10,12,17,13,8,22,7,29
"NM_001130415",168,172,351,217,236,74,187,165,80,224,202,182
"NM_001130420",1595,1028,3424,1356,1034,765,1588,680,808,2196,889,1635
"NM_001130440",2123,1623,4159,2231,2675,536,2669,1736,909,3185,3048,2278
"NM_001130446",57,9,142,50,19,15,100,8,50,24,23,52
"NM_001130447",479,361,808,425,439,108,510,266,196,572,451,454
"NM_001130475",355,155,1146,545,242,82,616,209,292,574,340,629
"NM_001130674",1102,828,2476,846,833,269,1361,615,498,1700,1058,964
"NM_001130675",3,1,1,4,1,1,0,5,2,1,2,5
"NM_001130682",94,86,215,459,355,29,26,5,3,151,210,203
"NM_001130687",54,59,118,224,184,15,23,1,3,81,84,112
"NM_001130690",0,3,2,1,0,0,1,0,0,4,3,4
