SRR4098430	SRR4098431	SRR4098432	SRR4098433
GMNC	1	1	0	0
SNAR-I	0	0	0	0
OSTN	0	0	0	0
UTS2B	1	2	5	4
CCDC50	1446	956	1105	1056
LINCR-0002	1	0	0	0
PYDC2	0	0	0	0
FGF12	0	1	0	0
FGF12-AS1	0	0	0	0
MB21D2	240	128	137	88
HRASLS	0	0	0	0
MGC2889	0	0	0	0
ATP13A5	0	0	1	0
ATP13A5-AS1	0	0	0	0
ATP13A4	1	3	0	0
ATP13A4-AS1	0	0	0	0
OPA1	2170	1585	1327	1186
OPA1-AS1	0	1	3	0
LOC647323	0	0	0	0
DPPA2P3	0	0	0	1
HES1	391	337	186	194
LOC100505920	6	7	30	9
LOC101929337	0	0	0	0
LINC00887	2	2	0	2
CPN2	1	0	0	0
LRRC15	1	0	0	0
GP5	3	2	6	0
ATP13A3	3590	2569	3016	2651
LINC00884	1	1	10	6
TMEM44-AS1	101	76	93	85
TMEM44	318	345	411	349
LSG1	4626	3002	2738	2209
FAM43A	227	178	177	157
LOC100507391	16	1	2	1
XXYLT1	391	374	362	282
XXYLT1-AS1	1	0	0	0
MIR3137	0	0	0	0
XXYLT1-AS2	0	0	0	0
ACAP2	1070	849	891	834
PPP1R2	770	571	476	424
APOD	5	4	23	15
SDHAP2	197	138	208	150
LINC00969	74	33	105	91
MIR570	4	1	2	1
MUC20	10	10	29	35
MUC4	25	12	31	22
TNK2	1082	778	1067	886
MIR6829	0	0	0	3
SDHAP1	242	177	268	241
TFRC	11276	6980	6183	4371
LINC00885	0	0	0	0
ZDHHC19	0	0	0	0
SLC51A	7	2	1	2
PCYT1A	847	645	779	607
TCTEX1D2	52	66	49	50
TM4SF19-TCTEX1D2	69	61	65	67
TM4SF19-AS1	39	22	50	39
TM4SF19	50	40	57	47
UBXN7	471	393	492	492
RNF168	834	679	459	364
SMCO1	1	0	0	0
WDR53	394	274	168	131
FBXO45	902	636	422	298
LINC01063	7	5	7	3
NRROS	0	1	1	2
CEP19	58	41	42	42
PIGX	341	274	178	131
PAK2	2903	2219	1979	1718
RNU6-42P	8	1	2	0
SENP5	811	691	873	652
NCBP2	2876	2003	2302	2076
NCBP2-AS2	657	436	631	450
PIGZ	9	15	17	19
MFI2	1493	966	988	719
MFI2-AS1	90	82	96	92
DLG1	1857	1175	1003	1039
MIR4797	0	0	0	0
DLG1-AS1	7	4	7	2
BDH1	790	603	783	467
LOC220729	84	123	152	124
KIAA0226	728	512	722	636
MIR922	0	0	1	2
FYTTD1	2303	1766	1413	1373
LRCH3	345	249	318	282
IQCG	275	247	191	229
RPL35A	27539	15472	18557	14998
LMLN	237	148	223	271
LMLN-AS1	7	0	18	8
ANKRD18DP	39	30	40	37
FAM157A	6	3	16	12
ZNF595	15	10	8	3
ZNF718	0	1	0	0
ZNF876P	0	0	0	0
ZNF732	1	1	0	1
ZNF141	1	0	0	0
MIR571	0	0	0	0
ABCA11P	315	275	188	168
ZNF721	1011	698	618	517
PIGG	1247	909	1191	844
PDE6B	2	0	1	2
ATP5I	4638	3052	3916	3090
MYL5	66	54	69	71
MFSD7	82	76	93	109
PCGF3	1946	1333	1982	1870
LOC100129917	103	129	109	107
CPLX1	251	177	162	148
GAK	3308	2666	2697	2101
TMEM175	351	229	356	245
DGKQ	812	647	1024	685
SLC26A1	54	33	140	131
IDUA	105	82	189	220
FGFRL1	4140	3255	2890	2045
RNF212	0	2	4	0
TMED11P	0	0	0	0
SPON2	20	9	24	9
LOC100130872	0	0	0	2
CTBP1-AS	760	641	779	443
CTBP1	4991	3862	4118	2897
CTBP1-AS2	308	214	296	213
MAEA	5678	3801	3842	2825
UVSSA	733	577	650	515
CRIPAK	106	53	69	75
NKX1-1	0	0	0	0
FAM53A	17	9	14	5
SLBP	5584	4075	1857	1463
TMEM129	824	642	1547	1187
TACC3	6680	4826	2232	1479
FGFR3	1093	1098	786	574
LETM1	4668	3577	3430	2765
WHSC1	8687	7013	3779	2944
SCARNA22	18	14	5	20
NELFA	2020	1394	1477	886
MIR943	5	3	21	2
C4orf48	591	390	563	288
NAT8L	995	731	816	594
POLN	105	92	59	45
HAUS3	573	439	201	219
MXD4	206	217	849	755
MIR4800	1	0	3	1
ZFYVE28	369	378	425	354
CFAP99	2	1	0	6
RNF4	2363	1807	1279	1063
FAM193A	922	548	619	555
TNIP2	2091	1381	1606	1150
SH3BP2	1753	1416	1548	1097
ADD1	3711	2878	2739	2193
MFSD10	1280	835	1312	1049
NOP14-AS1	567	310	631	484
NOP14	4552	3329	2845	2310
GRK4	33	19	37	38
HTT-AS	0	0	0	0
HTT	2611	1859	2738	2124
MSANTD1	10	6	11	2
RGS12	605	506	595	530
HGFAC	3	0	6	0
DOK7	2	11	41	41
LRPAP1	5756	4660	5892	4015
LINC00955	0	0	0	0
LOC100133461	0	0	0	0
ADRA2C	521	482	581	380
FAM86EP	121	150	165	141
OTOP1	0	0	0	0
TMEM128	299	203	327	226
LYAR	4949	3448	2367	1977
ZBTB49	144	122	131	91
NSG1	1	1	2	1
STX18	1406	945	806	676
STX18-IT1	0	0	0	0
STX18-AS1	56	51	59	52
LOC101928279	11	3	15	12
LINC01396	0	0	0	0
MSX1	2079	1614	3716	2570
LOC101928306	0	0	0	0
CYTL1	0	0	0	0
STK32B	0	0	0	0
LINC01587	0	0	0	0
EVC2	0	0	0	0
EVC	1	1	10	1
CRMP1	0	0	1	0
MIR378D1	0	0	0	0
JAKMIP1	0	3	0	0
LOC285484	61	90	81	76
WFS1	1444	1101	1838	1078
PPP2R2C	1397	1298	1164	945
MAN2B2	913	906	1118	884
MRFAP1	11634	9064	6744	5723
LOC93622	757	645	525	375
S100P	1	1	7	0
MRFAP1L1	1919	1232	1439	1178
BLOC1S4	387	285	409	358
KIAA0232	787	642	731	643
TBC1D14	3588	2498	2846	2312
LOC100129931	1546	1154	1190	911
CCDC96	24	23	8	11
TADA2B	834	591	741	511
GRPEL1	5937	4490	3298	2894
FLJ36777	0	1	2	0
SORCS2	17	2	125	193
MIR4798	0	0	0	0
PSAPL1	7	7	16	5
MIR4274	0	0	0	0
AFAP1-AS1	108	100	84	86
AFAP1	1072	843	951	799
LOC389199	3	5	0	3
ABLIM2	35	44	105	95
MIR95	0	0	0	0
SH3TC1	79	78	202	154
HTRA3	8	3	4	0
ACOX3	333	317	338	293
TRMT44	664	517	575	506
GPR78	0	1	0	0
CPZ	41	31	131	75
HMX1	0	5	1	1
LOC650293	0	0	0	0
USP17L10	0	0	0	0
USP17L20	0	0	0	0
USP17L18	0	0	0	0
USP17L11	0	0	0	0
USP17L21	0	0	0	0
USP17L12	0	0	0	0
USP17L13	0	0	0	0
USP17L15	0	0	0	0
USP17L17	0	0	0	0
USP17L19	0	0	0	0
USP17L22	0	0	0	0
USP17L26	0	0	0	0
USP17L27	0	0	0	0
USP17L29	0	0	0	0
USP17L30	0	0	0	0
USP17L25	0	0	0	0
USP17L24	0	0	0	0
USP17L5	0	0	0	0
USP17L28	0	0	0	0
USP17L9P	0	0	0	0
USP17L6P	0	0	0	0
DEFB131	0	0	0	0
MIR548I2	1	0	0	0
DRD5	0	0	0	0
SLC2A9	17	20	29	25
WDR1	17040	10302	13551	10479
MIR3138	0	0	0	0
ZNF518B	583	568	751	708
CLNK	0	0	0	0
MIR572	0	0	0	0
HS3ST1	3359	2014	3356	2013
LOC101929019	0	0	0	0
RAB28	429	286	179	228
LINC01097	0	0	0	0
NKX3-2	5	12	23	24
LINC01096	1	1	4	1
BOD1L1	1585	1100	1427	1431
MIR5091	0	0	0	0
LINC01182	0	0	0	0
LINC01085	0	0	0	0
LINC00504	2	0	1	0
CPEB2-AS1	0	0	0	1
CPEB2	16	7	20	38
LOC101929095	0	0	0	0
C1QTNF7	0	0	0	1
CC2D2A	594	410	387	343
FBXL5	548	304	385	242
FAM200B	323	219	253	210
BST1	8	7	15	13
CD38	0	1	0	0
FGFBP1	146	114	108	83
FGFBP2	1	0	0	0
PROM1	950	744	699	657
TAPT1	256	187	156	141
TAPT1-AS1	209	92	175	172
LDB2	2	0	0	1
LOC101929123	0	0	0	0
QDPR	1281	736	957	710
CLRN2	0	0	0	4
LAP3	2209	1681	1550	1379
MED28	1256	938	1007	903
FAM184B	27	25	20	22
DCAF16	1425	1117	768	713
NCAPG	4362	2932	1087	875
LCORL	504	403	183	200
SLIT2	18	16	18	23
SLIT2-IT1	0	0	0	0
MIR218-1	0	0	0	0
PACRGL	282	290	264	229
KCNIP4	12	8	13	14
MIR7978	0	0	0	0
KCNIP4-IT1	0	0	0	0
LOC100505912	1	3	1	7
ADGRA3	2450	1939	1779	1550
GBA3	1	0	0	0
PPARGC1A	0	0	0	0
MIR573	0	1	1	0
DHX15	10354	7396	5640	5002
SOD3	3	0	0	0
CCDC149	59	58	91	55
LGI2	0	0	0	0
SEPSECS	178	168	281	193
SEPSECS-AS1	14	12	10	14
PI4K2B	544	351	317	302
ZCCHC4	394	298	256	189
ANAPC4	949	741	596	520
SLC34A2	0	0	0	0
SEL1L3	2052	1499	1623	1572
SMIM20	1014	716	804	617
RBPJ	1116	873	883	971
CCKAR	0	0	0	0
TBC1D19	119	66	145	152
STIM2	1358	930	660	580
LOC101929199	1	0	0	1
MIR4275	0	0	0	0
PCDH7	1220	807	787	770
LOC102723778	0	0	0	0
LOC102723828	0	0	0	0
LOC101928622	2	2	0	0
ARAP2	338	285	247	254
LOC439933	0	0	0	1
DTHD1	0	0	0	0
MIR1255B1	0	0	0	0
MIR4801	0	0	0	0
NWD2	0	0	1	1
C4orf19	13	3	18	18
RELL1	262	230	198	189
PGM2	1366	899	819	706
TBC1D1	1479	1412	981	993
PTTG2	1	0	0	3
LINC01258	0	0	0	0
KLF3-AS1	12	12	18	17
KLF3	504	482	487	525
TLR10	4	4	4	3
TLR1	14	14	17	26
TLR6	159	92	132	95
FAM114A1	330	393	349	336
MIR574	0	0	0	0
TMEM156	0	0	0	0
KLHL5	438	413	324	251
WDR19	280	240	297	252
RFC1	3147	2492	1135	1000
KLB	13	9	4	0
MIR5591	0	0	0	0
RPL9	21560	13012	14876	13810
LIAS	933	558	446	406
LOC401127	25	16	13	6
UGDH	1619	1165	1246	1356
UGDH-AS1	11	24	29	18
SMIM14	111	99	227	271
UBE2K	4009	2816	2503	2038
PDS5A	5814	4677	3289	3126
LOC344967	99	97	103	50
N4BP2	268	248	171	207
RHOH	0	6	2	4
LOC101060498	0	0	0	0
CHRNA9	0	0	0	0
RBM47	207	244	269	248
MIR4802	0	0	0	0
NSUN7	2	0	1	3
APBB2	1929	1312	2236	1959
UCHL1-AS1	0	0	0	0
UCHL1	0	0	0	0
LIMCH1	172	162	112	126
PHOX2B	0	0	0	1
LINC00682	0	0	0	0
TMEM33	1698	1221	1081	864
DCAF4L1	52	33	36	36
SLC30A9	1125	869	803	932
BEND4	0	0	0	0
SHISA3	0	0	0	0
ATP8A1	7	9	12	24
GRXCR1	0	0	0	0
LVCAT1	0	0	0	0
KCTD8	0	0	0	0
YIPF7	0	0	0	0
GUF1	1180	951	852	825
GNPDA2	306	243	223	248
GABRG1	1	0	0	0
GABRA2	1	0	0	0
COX7B2	0	0	0	0
GABRA4	0	1	0	0
GABRB1	0	1	0	0
COMMD8	455	344	287	269
ATP10D	97	127	203	225
CORIN	82	49	72	59
MIR8053	0	0	0	0
LOC101927179	21	12	8	5
NFXL1	944	633	597	506
LOC101927157	20	11	14	17
CNGA1	6	7	12	12
NIPAL1	139	111	286	239
TXK	33	43	49	30
TEC	121	93	133	107
SLAIN2	871	692	507	543
SLC10A4	251	157	164	126
ZAR1	10	16	10	5
FRYL	1313	883	947	782
OCIAD1	3428	2171	2359	2147
OCIAD2	909	658	698	551
CWH43	0	0	0	0
DCUN1D4	537	403	355	341
LRRC66	1	1	0	1
SGCB	520	454	398	262
SPATA18	0	0	0	0
USP46	1003	760	715	792
USP46-AS1	15	17	30	17
DANCR	3033	2242	3085	2135
MIR4449	14	20	7	2
SNORA26	28	16	18	22
ERVMER34-1	1617	994	903	626
LOC152578	0	0	0	0
RASL11B	4	18	4	7
SCFD2	669	391	305	368
FIP1L1	2604	2162	1535	1222
LNX1	34	76	59	58
LNX1-AS1	0	0	0	0
LNX1-AS2	0	1	0	0
LOC100506444	0	0	0	0
RPL21P44	3	0	6	5
CHIC2	114	73	88	83
GSX2	0	0	0	0
PDGFRA	0	0	0	0
KIT	0	0	2	0
KDR	2	2	13	7
SRD5A3	350	336	268	268
SRD5A3-AS1	5	3	4	4
TMEM165	1146	699	983	745
CLOCK	1116	785	840	946
PDCL2	2	14	1	0
NMU	1164	1051	596	462
LOC644145	0	0	0	0
EXOC1	574	429	585	589
CEP135	815	609	349	289
KIAA1211	703	612	610	508
AASDH	318	264	205	225
PPAT	2870	2367	1716	1615
PAICS	11983	9517	6697	6290
SRP72	5280	3661	2990	2896
ARL9	0	2	0	1
THEGL	0	1	2	2
HOPX	0	1	0	0
SPINK2	5	15	2	16
REST	642	481	492	461
NOA1	1951	1364	1559	1079
POLR2B	5964	4118	3572	3481
IGFBP7	3	0	4	3
IGFBP7-AS1	0	0	0	0
LOC101928851	0	0	0	0
MIR548AG1	0	0	0	0
ADGRL3	0	0	2	0
ADGRL3-AS1	0	0	0	0
TECRL	0	0	0	0
LOC401134	0	0	0	0
EPHA5	0	1	0	0
EPHA5-AS1	0	0	0	0
MIR1269A	0	0	0	0
LOC101927237	0	4	1	0
CENPC	213	170	143	101
STAP1	0	0	0	0
UBA6	1278	953	855	989
UBA6-AS1	188	168	241	204
GNRHR	10	5	3	23
TMPRSS11D	4	0	1	0
TMPRSS11A	0	0	1	0
TMPRSS11GP	0	0	0	0
TMPRSS11F	0	0	0	0
LOC550113	0	0	0	0
SYT14P1	0	0	0	0
FTLP10	0	0	0	0
TMPRSS11BNL	0	0	0	0
TMPRSS11B	0	0	0	0
YTHDC1	1807	1223	1303	1206
TMPRSS11E	3	0	0	0
UGT2B17	0	0	0	0
UGT2B15	0	0	0	0
UGT2B10	0	0	0	0
UGT2A3	0	0	0	0
UGT2B7	0	0	0	0
UGT2B11	0	0	0	0
UGT2B28	0	0	0	0
UGT2B4	0	0	1	0
UGT2A1	0	0	0	0
UGT2A2	0	0	0	0
SULT1B1	0	0	0	0
SULT1E1	0	0	0	0
CSN1S1	0	0	0	0
CSN2	0	0	0	0
STATH	0	0	0	0
HTN3	0	0	0	0
HTN1	0	0	0	0
CSN1S2AP	0	0	0	0
CSN1S2BP	0	0	0	0
PRR27	0	0	0	0
ODAM	0	0	0	0
FDCSP	0	0	0	0
CSN3	0	0	0	0
CABS1	0	0	0	0
SMR3A	0	0	0	0
SMR3B	0	0	0	0
PROL1	0	0	0	0
MUC7	0	0	0	0
AMTN	0	0	0	0
AMBN	0	0	0	0
ENAM	0	0	0	0
JCHAIN	1	0	0	0
UTP3	3395	2339	2790	2478
RUFY3	339	259	364	386
GRSF1	5022	3549	2735	2544
MOB1B	417	312	403	381
DCK	886	692	354	281
SLC4A4	1	0	0	2
GC	0	0	0	0
NPFFR2	0	0	0	0
ADAMTS3	0	0	0	0
COX18	143	103	109	135
ANKRD17	2972	2297	2332	2073
ALB	2	1	2	2
AFP	0	0	0	0
AFM	0	0	0	0
LOC728040	0	0	0	0
RASSF6	13	18	85	133
CXCL8	23	7	9	3
CXCL6	0	0	0	0
PF4V1	0	0	0	0
CXCL1	15	4	12	5
PF4	0	0	0	0
PPBP	0	0	0	1
CXCL5	0	1	0	0
CXCL3	25	16	30	25
PPBPP2	0	0	0	0
CXCL2	10	4	1	2
MTHFD2L	164	102	115	67
EPGN	6	6	6	3
EREG	10926	7623	10911	10228
AREG	4791	3811	13308	12707
BTC	31	12	14	32
PARM1	491	415	368	343
LOC100507388	4	0	7	1
LOC441025	0	0	0	0
RCHY1	618	517	398	379
THAP6	246	151	263	236
C4orf26	2	0	1	0
CDKL2	5	15	6	13
G3BP2	4226	3588	3257	2891
USO1	2097	1422	1738	2203
PPEF2	0	1	5	1
NAAA	429	355	352	243
SDAD1	2616	1676	1864	1709
LOC101928809	0	1	1	0
CXCL9	1	0	0	1
ART3	3	0	0	0
CXCL10	0	0	0	0
CXCL11	0	0	0	0
NUP54	1572	1206	680	515
SCARB2	1685	1303	1286	1066
FAM47E	4	7	8	6
FAM47E-STBD1	270	250	266	253
STBD1	360	319	388	341
CCDC158	0	0	1	0
SHROOM3	1289	821	1395	1196
MIR4450	0	0	0	0
MIR548AH	0	0	0	0
SOWAHB	66	22	86	82
SEPT11	3219	2439	1980	1801
CCNI	1295	1083	1202	986
CCNG2	45	54	146	230
CXCL13	0	1	0	0
CNOT6L	348	243	288	249
MRPL1	1032	661	384	379
FRAS1	3961	2674	2157	2302
ANXA3	6109	3760	2270	1985
LINC01094	3	0	2	0
BMP2K	472	291	326	230
PAQR3	807	639	602	430
LINC01088	5	0	3	1
NAA11	0	0	0	0
GK2	0	0	0	0
LINC00989	0	0	0	0
PCAT4	0	0	0	0
ANTXR2	129	84	59	81
PRDM8	5	13	6	7
FGF5	0	0	0	0
C4orf22	0	0	0	0
BMP3	0	0	0	0
PRKG2	23	18	30	38
LOC101928942	0	7	1	0
RASGEF1B	1	0	0	0
HNRNPD	10730	7425	4790	3955
HNRNPDL	12800	8550	4717	3894
ENOPH1	2963	2210	1327	1260
TMEM150C	12	17	3	5
LINC00575	0	0	0	0
SCD5	439	446	692	564
MIR575	0	0	0	0
SEC31A	1770	1331	1664	1412
THAP9-AS1	1282	1053	655	662
THAP9	159	64	62	70
LIN54	588	400	229	184
COPS4	1714	1295	1025	862
PLAC8	2	3	6	3
COQ2	654	469	414	303
HPSE	432	404	341	362
HELQ	392	258	337	218
MRPS18C	1675	1216	862	759
FAM175A	715	578	599	486
GPAT3	1870	1260	963	805
LOC101928978	0	0	0	0
NKX6-1	70	55	52	54
CDS1	508	381	374	324
WDFY3	1086	880	1004	969
WDFY3-AS2	11	26	8	21
ARHGAP24	36	13	32	21
MIR4451	0	0	0	0
MAPK10	1	0	5	0
LOC101929064	0	0	0	0
MIR4452	0	0	0	0
PTPN13	648	519	717	717
SLC10A6	0	2	0	0
C4orf36	17	16	13	15
LOC100506746	11	7	37	29
AFF1	786	649	1034	772
KLHL8	858	594	521	468
MIR5705	0	0	0	0
HSD17B13	8	2	13	3
HSD17B11	971	713	529	426
NUDT9	786	446	492	518
SPARCL1	1	0	2	1
DSPP	1	0	0	0
DMP1	0	2	0	0
IBSP	0	0	0	0
MEPE	0	4	4	4
SPP1	13	25	30	11
PKD2	328	232	364	318
ABCG2	74	59	75	42
PPM1K	53	71	118	88
HERC6	133	93	140	138
HERC5	190	207	191	223
PYURF	955	686	618	515
PIGY	955	686	618	515
HERC3	88	98	125	91
RNU6-33P	2	3	4	0
NAP1L5	66	65	55	59
FAM13A-AS1	63	41	61	50
FAM13A	461	480	442	381
TIGD2	266	194	182	187
GPRIN3	5	7	4	7
SNCA	3	5	26	36
SNCA-AS1	0	0	0	0
MMRN1	1	0	0	2
CCSER1	56	38	52	36
LOC101929194	1	0	0	0
GRID2	0	0	0	0
ATOH1	0	0	0	3
LOC101929210	0	0	0	0
SMARCAD1	1057	789	794	808
HPGDS	0	0	1	0
PDLIM5	2131	1547	1980	1829
BMPR1B-AS1	0	0	0	0
BMPR1B	1	0	2	2
UNC5C	0	0	1	0
PDHA2	1	0	0	1
RNU6-34P	0	0	0	0
STPG2-AS1	1	0	0	0
STPG2	0	0	0	0
RAP1GDS1	1022	730	601	624
TSPAN5	3516	2117	2236	1820
EIF4E	1317	866	733	701
METAP1	3841	2798	2342	2246
MIR3684	0	0	0	0
ADH5	5026	3782	3751	3276
LOC100507053	70	58	68	96
ADH4	2	0	2	4
PCNAP1	0	0	0	0
ADH6	11	3	8	11
ADH1A	0	1	0	0
ADH1B	0	0	0	0
ADH1C	0	0	0	0
ADH7	0	0	0	0
C4orf17	0	0	0	0
TRMT10A	273	196	126	152
MTTP	5	2	3	0
DAPP1	1	3	4	1
LAMTOR3	499	366	344	346
DNAJB14	718	551	515	492
H2AFZ	19862	13164	8202	6046
LOC256880	1	0	4	2
DDIT4L	44	22	92	62
LOC101929353	0	0	0	0
EMCN	0	0	0	0
LINC01216	0	0	0	0
PPP3CA	1881	1616	1664	1641
MIR8066	0	0	0	0
MIR1255A	0	0	0	0
FLJ20021	207	171	350	243
BANK1	68	39	34	39
SLC39A8	407	415	276	230
NFKB1	2018	1413	1443	1225
MANBA	416	371	393	436
LOC102723704	16	3	11	8
UBE2D3	5929	4130	3365	2924
LOC105377348	39	38	33	26
CISD2	1697	1106	1099	869
SLC9B1	50	27	4	23
SLC9B2	441	363	418	414
BDH2	35	41	37	39
CENPE	759	712	157	289
LOC101929448	0	0	0	0
TACR3	0	0	1	5
CXXC4	4	11	19	17
LOC101929468	0	0	0	0
TET2	464	331	500	555
TET2-AS1	0	0	0	2
PPA2	1118	890	931	929
ARHGEF38	5	1	4	0
ARHGEF38-IT1	0	0	0	0
INTS12	1013	687	665	575
GSTCD	824	562	384	320
LOC101929529	0	2	0	0
NPNT	290	239	183	155
LOC101929577	4	4	3	8
TBCK	229	196	293	279
AIMP1	1927	1528	1207	1331
GIMD1	0	0	0	0
DKK2	0	0	0	0
PAPSS1	2096	1565	1375	1275
SGMS2	562	377	441	387
LOC101929595	0	6	1	0
CYP2U1	63	58	85	79
HADH	819	648	509	512
LEF1	0	0	1	0
LEF1-AS1	0	0	0	0
RPL34-AS1	5	2	5	1
RPL34	17257	11800	13994	11177
OSTC	1774	1488	1370	1088
ETNPPL	0	0	0	0
COL25A1	2	1	0	0
SEC24B-AS1	3	17	11	14
SEC24B	1454	1144	1169	910
MIR576	0	0	0	0
CCDC109B	384	306	170	184
CASP6	480	363	399	337
PLA2G12A	889	749	722	780
CFI	5	0	0	0
GAR1	2218	1338	1204	1119
RRH	13	1	2	2
LRIT3	21	6	15	14
EGF	10	41	26	8
RNU6-35P	0	0	0	0
ELOVL6	1695	883	971	715
ENPEP	38	42	73	92
PITX2	123	173	162	88
MIR297	0	0	0	0
C4orf32	219	131	159	114
AP1AR	949	723	737	691
TIFA	573	471	267	211
ALPK1	277	226	245	303
NEUROG2	6	0	3	3
ZGRF1	541	451	219	240
LARP7	1901	1257	955	1030
MIR367	0	0	1	0
MIR302D	0	1	0	0
MIR302A	0	0	0	0
MIR302C	0	0	0	0
MIR302B	1	0	0	0
ANK2	36	31	42	50
MIR1243	0	0	0	0
MIR8082	0	0	0	0
CAMK2D	883	536	632	628
ARSJ	68	96	98	107
UGT8	440	324	232	169
MIR577	0	0	0	0
NDST4	1	0	0	0
MIR1973	0	0	0	0
TRAM1L1	0	1	0	0
LINC01378	0	0	0	0
NDST3	0	0	1	1
SNHG8	1643	1072	1367	1109
SNORA24	68	62	29	49
PRSS12	378	398	310	323
CEP170P1	6	16	5	5
LOC729218	227	177	284	225
LOC101929741	0	2	0	0
METTL14	668	517	527	468
SEC24D	607	579	700	679
SYNPO2	2	4	16	3
MYOZ2	0	0	0	0
LOC101929762	1	1	0	4
USP53	429	360	419	292
C4orf3	486	432	515	456
FABP2	0	0	0	0
LINC01061	44	28	60	22
LOC645513	49	16	24	23
PDE5A	115	75	73	65
LINC01365	0	0	0	0
LOC100996694	0	0	0	0
MAD2L1	3737	2367	1069	892
PRDM5	82	64	86	61
NDNF	2	1	0	0
TNIP3	0	0	1	2
QRFPR	0	0	0	0
ANXA5	6808	5082	3595	3600
TMEM155	0	0	0	0
PP12613	0	0	0	0
EXOSC9	3407	2584	1535	1187
CCNA2	6374	4406	1462	826
BBS7	498	346	501	433
TRPC3	11	5	2	0
KIAA1109	978	872	1155	1069
ADAD1	0	0	0	0
IL2	0	0	0	0
IL21	0	0	0	0
IL21-AS1	0	0	0	1
CETN4P	0	2	7	0
BBS12	59	26	64	78
FGF2	356	231	246	258
NUDT6	256	154	153	154
SPATA5	323	185	112	112
SPRY1	63	33	117	129
LINC01091	0	0	0	0
LOC101927087	0	0	0	0
ANKRD50	546	507	456	391
FAT4	20	19	48	11
MIR2054	0	0	0	0
INTU	324	237	285	288
SLC25A31	1	0	0	0
HSPA4L	613	462	1091	1301
PLK4	1321	1098	252	208
MFSD8	238	174	202	212
C4orf29	108	106	180	159
LARP1B	858	697	464	425
PGRMC2	1606	1211	1303	1118
LOC100507487	3	4	4	1
JADE1	1373	1109	524	434
SCLT1	433	267	140	128
C4orf33	100	90	94	81
LOC101927282	0	0	0	0
LOC101927305	0	0	0	0
LINC01256	0	0	0	0
LOC101927359	0	0	0	0
PCDH10	1	0	0	0
PABPC4L	0	0	0	0
LINC00613	0	0	0	0
PCDH18	0	0	0	0
LINC00616	0	0	0	0
SLC7A11-AS1	13	15	23	30
SLC7A11	598	586	641	777
LINC00499	0	0	0	0
NOCT	635	531	512	341
ELF2	418	330	221	260
MGARP	5	1	1	3
NDUFC1	1017	744	783	602
NAA15	4250	2858	2157	1748
RAB33B	131	104	150	157
SETD7	4527	3007	2683	2252
MGST2	194	122	291	226
MAML3	102	57	90	73
SCOC	699	538	494	458
SCOC-AS1	20	10	6	13
CLGN	14	23	28	42
MGAT4D	0	0	0	0
ELMOD2	359	309	269	299
UCP1	0	0	1	0
TBC1D9	373	289	353	381
TNRC18P1	2	2	3	1
RNF150	0	0	0	0
ZNF330	1291	982	828	815
LOC100507639	0	3	0	0
IL15	24	8	13	3
INPP4B	374	227	379	374
USP38	830	680	742	492
GAB1	30	33	50	63
MIR3139	0	0	0	0
SMARCA5	3881	2903	2108	1887
SMARCA5-AS1	228	163	165	126
GUSBP5	0	2	0	1
FREM3	0	0	0	0
GYPE	1	0	0	0
LOC101927636	0	0	0	0
GYPB	0	0	0	0
GYPA	0	2	0	0
HHIP-AS1	7	1	17	11
HHIP	3	5	1	6
ANAPC10	536	389	410	322
ABCE1	3092	2042	1453	1342
OTUD4	1412	979	969	825
SMAD1	505	393	391	367
SMAD1-AS2	1	0	0	1
SMAD1-AS1	122	116	114	89
MMAA	58	72	56	68
C4orf51	0	0	0	0
ZNF827	672	517	411	352
LINC01095	0	0	0	0
LSM6	1338	876	556	464
SLC10A7	111	115	121	155
MIR7849	0	0	0	0
POU4F2	0	0	0	0
TTC29	0	0	0	0
MIR548G	0	0	0	0
EDNRA	39	29	61	46
TMEM184C	827	541	845	687
PRMT9	164	99	178	183
ARHGAP10	1236	840	872	643
MIR4799	0	0	0	0
NR3C2	17	31	25	29
LOC101927849	0	0	0	0
DCLK2	84	105	64	51
LRBA	3935	2871	2609	2703
MAB21L2	2	4	3	0
RPS3A	21789	13022	15030	14655
SNORD73A	10	4	5	2
SH3D19	1140	661	1125	1126
PRSS48	0	0	0	0
FAM160A1	211	173	200	200
GATB	1345	1150	1036	827
LOC100996286	21	3	9	19
FBXW7	699	544	743	625
DEAR	6	1	4	4
MIR3140	0	0	0	0
DKFZP434I0714	119	115	88	97
MIR4453	0	0	0	1
TMEM154	0	3	6	0
TIGD4	7	11	3	17
ARFIP1	996	784	737	694
FHDC1	58	63	29	18
TRIM2	456	245	534	488
ANXA2P1	230	96	126	126
MND1	628	343	182	146
KIAA0922	769	611	672	636
TLR2	0	0	0	0
RNF175	0	0	0	0
SFRP2	0	1	0	0
DCHS2	0	0	0	0
PLRG1	3919	3036	2695	2481
FGB	0	0	1	1
FGA	1	0	0	0
FGG	2	5	9	1
LRAT	53	45	35	51
RBM46	2	1	0	1
NPY2R	0	0	1	0
MAP9	1	1	0	0
LOC102724776	0	0	0	0
GUCY1A3	0	0	0	0
GUCY1B3	0	0	0	0
ASIC5	0	0	0	0
TDO2	1	0	2	0
CTSO	19	7	20	9
PDGFC	147	120	131	116
GLRB	0	0	0	0
GRIA2	0	0	0	0
LOC340017	0	0	0	0
FAM198B	35	10	91	47
TMEM144	147	184	239	162
