GeneID	Chr	Start	End	Strand	Length
34749	SAMD12-AS1	chr8	118621000	118726067	+	105068
34750	LOC105375723	chr8	118833268	118862447	-	29180
34751	TNFRSF11B	chr8	118923556	118951885	-	28330
34752	LOC101927513	chr8	119062941	119068782	-	5842
34753	COLEC10	chr8	119067246	119108455	+	41210
34754	LOC105375725	chr8	119151980	119203723	+	51744
34755	MAL2	chr8	119208362	119245673	+	37312
34756	MAL2-AS1	chr8	119214622	119246857	-	32236
34757	MIR548AZ	chr8	119325170	119325265	+	96
34758	CCN3	chr8	119416445	119424434	+	7990
34759	ENPP2	chr8	119557084	119638844	-	81761
34760	LOC105375727	chr8	119672015	119675343	+	3329
34761	TAF2	chr8	119730773	119819446	-	88674
34762	LOC105375728	chr8	119832950	119855603	+	22654
34763	DSCC1	chr8	119833959	119855920	-	21962
34764	DEPTOR	chr8	119873654	120050918	+	177265
34765	LOC105375730	chr8	120058787	120109490	+	50704
34766	COL14A1	chr8	120124466	120373573	+	249108
34767	MRPL13	chr8	120395436	120445150	-	49715
34768	MTBP	chr8	120445418	120523636	+	78219
34769	SNTB1	chr8	120535755	120812046	-	276292
34770	LOC101927543	chr8	120761252	120776832	+	15581
34771	LOC107986874	chr8	120797546	120804227	-	6682
34772	LOC105375731	chr8	121158672	121162339	-	3668
34773	LOC107986971	chr8	121248916	121324121	+	75206
34774	HAS2	chr8	121612115	121641440	-	29326
34775	HAS2-AS1	chr8	121639345	121645325	+	5981
34776	LINC02855	chr8	121668927	121684742	-	15816
34777	LOC105375733	chr8	122338629	122402417	-	63789
34778	SMILR	chr8	122414326	122568644	-	154319
34779	LOC107986972	chr8	122485194	122487419	-	2226
34780	LINC01151	chr8	122670384	122694106	-	23723
34781	LOC107986904	chr8	122699832	122733820	-	33989
34782	ZHX2	chr8	122781654	122974510	+	192857
34783	DERL1	chr8	123013163	123042423	-	29261
34784	TBC1D31	chr8	123072679	123165169	+	92491
34785	FAM83A	chr8	123179046	123210079	+	31034
34786	FAM83A-AS1	chr8	123201171	123202743	-	1573
34787	MIR4663	chr8	123215787	123215863	-	77
34788	C8orf76	chr8	123219966	123241377	-	21412
34789	ZHX1-C8orf76	chr8	123226190	123274286	-	48097
34790	ZHX1	chr8	123248449	123275541	-	27093
34791	ATAD2	chr8	123319849	123396447	-	76599
34792	MIR548AA1	chr8	123348033	123348130	+	98
34793	MIR548D1	chr8	123348033	123348130	-	98
34794	LOC105375737	chr8	123406768	123416396	-	9629
34795	WDYHV1	chr8	123416700	123467527	+	50828
34796	FBXO32	chr8	123497888	123541206	-	43319
34797	KLHL38	chr8	123644441	123653801	-	9361
34798	LOC105375738	chr8	123657937	123667815	+	9879
34799	ANXA13	chr8	123680793	123737393	-	56601
34800	LOC105375739	chr8	123719638	123766246	+	46609
34801	FAM91A1	chr8	123768438	123815452	+	47015
34802	FER1L6-AS1	chr8	123984137	124040782	-	56646
34803	FER1L6	chr8	124040033	124120055	+	80023
34804	FER1L6-AS2	chr8	124046070	124171522	-	125453
34805	LOC101927588	chr8	124192690	124247398	-	54709
34806	LOC107986973	chr8	124248416	124279502	-	31087
34807	TMEM65	chr8	124310917	124372699	-	61783
34808	TRMT12	chr8	124450819	124453026	+	2208
34809	RNF139-AS1	chr8	124472807	124474354	-	1548
34810	RNF139	chr8	124474766	124488618	+	13853
34811	TATDN1	chr8	124488507	124540486	-	51980
34812	MIR6844	chr8	124508514	124508576	-	63
34813	NDUFB9	chr8	124539101	124549986	+	10886
34814	MTSS1	chr8	124550783	124642630	-	91848
34815	LOC105375740	chr8	124567358	124580598	+	13241
34816	LOC105375741	chr8	124728534	124758242	+	29709
34817	MIR4662B	chr8	124821977	124822058	-	82
34818	MIR4662A	chr8	124821984	124822051	+	68
34819	LOC105375743	chr8	124832232	124840597	-	8366
34820	LOC105375742	chr8	124935129	124938862	-	3734
34821	LINC00964	chr8	124942007	124951095	+	9089
34822	ZNF572	chr8	124973294	124979389	+	6096
34823	LOC105375744	chr8	124996987	124998198	-	1212
34824	SQLE	chr8	124998504	125022283	+	23780
34825	WASHC5	chr8	125024259	125091819	-	67561
34826	NSMCE2	chr8	125091822	125182572	+	90751
34827	TRIB1	chr8	125430289	125438403	+	8115
34828	LOC105375746	chr8	125522430	125680134	+	157705
34829	LOC105375747	chr8	125749049	125749943	-	895
34830	LOC105375748	chr8	125859735	125873105	-	13371
34831	LOC107986974	chr8	125865529	125871402	-	5874
34832	LINC00861	chr8	125922522	125951197	-	28676
34833	LOC101927657	chr8	126325494	126329535	+	4042
34834	LOC105375749	chr8	126497063	126501053	+	3991
34835	LOC105375750	chr8	126506358	126522310	+	15953
34836	LRATD2	chr8	126552442	126558478	-	6037
34837	LOC105375751	chr8	126557405	127049451	+	492047
34838	LOC105375753	chr8	126763876	126850076	-	86201
34839	PCAT1	chr8	127013153	127021014	+	7862
34840	PCAT2	chr8	127072693	127082221	-	9529
34841	PRNCR1	chr8	127079873	127092595	+	12723
34842	LOC105375752	chr8	127140057	127169518	-	29462
34843	CASC19	chr8	127187784	127197627	-	9844
34844	CCAT1	chr8	127207381	127219268	-	11888
34845	CASC21	chr8	127244636	127392631	+	147996
34846	CCAT2	chr8	127400398	127402150	+	1753
34847	POU5F1B	chr8	127415824	127417210	+	1387
34848	CASC8	chr8	127443349	127482139	-	38791
34849	LOC105375754	chr8	127664538	127670992	-	6455
34850	CASC11	chr8	127730193	127733967	-	3775
34851	MYC	chr8	127735433	127742951	+	7519
34852	PVT1	chr8	127794532	128101253	+	306722
34853	MIR1204	chr8	127795961	127796028	+	68
34854	TMEM75	chr8	127946558	127948723	-	2166
34855	MIR1205	chr8	127960632	127960695	+	64
34856	MIR1206	chr8	128008897	128008956	+	60
34857	MIR1207	chr8	128049151	128049238	+	88
34858	MIR1208	chr8	128150115	128150188	+	74
34859	LINC00824	chr8	128559027	128564679	-	5653
34860	LINC00976	chr8	128952878	128966001	-	13124
34861	LINC00977	chr8	129216466	129241240	-	24775
34862	CCDC26	chr8	129351693	129680239	-	328547
34863	MIR3686	chr8	129484056	129484142	-	87
34864	GSDMC	chr8	129705902	129786552	-	80651
34865	FAM49B	chr8	129841469	129939756	-	98288
34866	MIR5194	chr8	130008333	130008453	-	121
34867	ASAP1	chr8	130052103	130443848	-	391746
34868	ASAP1-IT2	chr8	130082737	130084768	-	2032
34869	ASAP1-IT1	chr8	130295354	130296533	-	1180
34870	LOC105375758	chr8	130526943	130549201	-	22259
34871	ADCY8	chr8	130780299	131040916	-	260618
34872	LOC105375762	chr8	130849833	130884544	+	34712
34873	LOC105375761	chr8	130884566	130889972	+	5407
34874	LOC105375760	chr8	131039529	131089552	+	50024
34875	LOC105375759	chr8	131096342	131145212	-	48871
34876	LOC105375763	chr8	131463109	131470343	-	7235
34877	LOC107986976	chr8	131839251	131885438	-	46188
34878	EFR3A	chr8	131916772	132013642	+	96871
34879	OC90	chr8	132024215	132059382	-	35168
34880	HHLA1	chr8	132061485	132105265	-	43781
34881	KCNQ3	chr8	132120860	132184335	-	63476
34882	LOC107986977	chr8	132342323	132347745	-	5423
34883	LOC105375765	chr8	132487345	132496969	+	9625
34884	HPYR1	chr8	132560497	132561479	-	983
34885	LRRC6	chr8	132570418	132661427	-	91010
34886	LOC105375767	chr8	132675658	132676125	+	468
34887	TMEM71	chr8	132709940	132760582	-	50643
34888	PHF20L1	chr8	132775357	132848807	+	73451
34889	TG	chr8	132866942	133134902	+	267961
34890	LOC105375768	chr8	133013770	133017586	+	3817
34891	SLA	chr8	133036727	133103053	-	66327
34892	MIR7848	chr8	133046480	133046581	-	102
34893	PTCSC1	chr8	133054958	133057767	+	2810
34894	LOC105375769	chr8	133143693	133166389	+	22697
34895	LOC102723635	chr8	133211425	133212987	-	1563
34896	CCN4	chr8	133224892	133231596	+	6705
34897	NDRG1	chr8	133237174	133297587	-	60414
34898	LOC105375771	chr8	133342246	133377649	-	35404
34899	LOC105375772	chr8	133359175	133361769	+	2595
34900	ST3GAL1	chr8	133454847	133499355	-	44509
34901	LOC105375773	chr8	133663760	133684066	-	20307
34902	LOC101927798	chr8	133775550	133777352	-	1803
34903	LOC101927822	chr8	133886495	133902407	+	15913
34904	ZFAT	chr8	134561530	134657737	-	96208
34905	ZFAT-AS1	chr8	134598070	134600689	+	2620
34906	LOC102723694	chr8	134789111	134813503	-	24393
34907	MIR30B	chr8	134800519	134800607	-	89
34908	MIR30D	chr8	134804875	134804945	-	71
34909	NCRNA00250	chr8	134838068	134842637	+	4570
34910	LOC101927845	chr8	134849934	134881899	+	31966
34911	LINC01591	chr8	135234130	135299719	+	65590
34912	LOC101927872	chr8	135450501	135458048	-	7548
34913	KHDRBS3	chr8	135457460	135656516	+	199057
34914	LOC107986978	chr8	135989626	136005222	-	15597
34915	LOC107986979	chr8	136162471	136166204	+	3734
34916	LOC105375775	chr8	136237262	136239618	-	2357
34917	LINC02055	chr8	136530797	136897601	+	366805
34918	LOC107986905	chr8	137138852	137171999	+	33148
34919	LOC101927915	chr8	137406100	137413588	-	7489
34920	LOC105375776	chr8	137763879	137782112	+	18234
34921	LOC401478	chr8	137809673	138083545	-	273873
34922	FAM135B	chr8	138130126	138217774	-	87649
34923	COL22A1	chr8	138588234	138914084	-	325851
34924	KCNK9	chr8	139617120	139703123	-	86004
34925	LOC105375777	chr8	139700550	139707127	+	6578
34926	TRAPPC9	chr8	139727724	140458579	-	730856
34927	LOC107986981	chr8	139862577	139871461	+	8885
34928	LOC105375781	chr8	139911237	139917155	+	5919
34929	PEG13	chr8	140094893	140100535	-	5643
34930	LOC105375779	chr8	140262913	140282035	+	19123
34931	LOC105375782	chr8	140464867	140466394	+	1528
34932	CHRAC1	chr8	140511321	140517154	+	5834
34933	AGO2	chr8	140520157	140606677	-	86521
34934	LOC107986982	chr8	140620806	140625255	-	4450
34935	PTK2	chr8	140657899	140718569	-	60671
34936	MIR151A	chr8	140732563	140732653	-	91
34937	LOC105375783	chr8	141023546	141032986	+	9441
34938	LOC105375784	chr8	141058254	141062493	+	4240
34939	LOC101927963	chr8	141125939	141130279	-	4341
34940	DENND3	chr8	141128561	141195804	+	67244
34941	LOC105375785	chr8	141194867	141202541	-	7675
34942	SLC45A4	chr8	141207168	141307164	-	99997
34943	LOC105375787	chr8	141254566	141256817	+	2252
34944	LINC01300	chr8	141340548	141344621	+	4074
34945	GPR20	chr8	141356469	141367286	-	10818
34946	LOC101928037	chr8	141374182	141382337	+	8156
34947	LOC105375790	chr8	141388117	141391852	-	3736
34948	PTP4A3	chr8	141391994	141432454	+	40461
34949	MROH5	chr8	141433824	141507229	-	73406
34950	LOC107983985	chr8	141435149	141437954	+	2806
34951	LOC105375789	chr8	141446549	141464954	+	18406
34952	LOC105375791	chr8	141512608	141514215	-	1608
34953	MIR1302-7	chr8	141786241	141786313	-	73
34954	MIR4472-1	chr8	142176338	142176418	+	81
34955	LOC105375792	chr8	142185153	142197529	-	12377
34956	LINC00051	chr8	142198355	142209003	+	10649
34957	LOC107986983	chr8	142231300	142236322	-	5023
34958	TSNARE1	chr8	142269462	142354763	-	85302
34959	ADGRB1	chr8	142449648	142545007	+	95360
34960	ARC	chr8	142611048	142614479	-	3432
34961	LOC101928087	chr8	142638595	142640648	+	2054
34962	JRK	chr8	142651500	142669983	-	18484
34963	PSCA	chr8	142680494	142682725	+	2232
34964	LY6K	chr8	142700110	142705127	+	5018
34965	LNCOC1	chr8	142702251	142726973	-	24723
34966	THEM6	chr8	142727222	142736927	+	9706
34967	SLURP1	chr8	142740948	142742406	-	1459
34968	LYPD2	chr8	142750149	142752532	-	2384
34969	SLURP2	chr8	142764337	142769828	-	5492
34970	LYNX1-SLURP2	chr8	142764337	142777872	-	13536
34971	LYNX1	chr8	142771201	142777872	-	6672
34972	LY6D	chr8	142784881	142786539	-	1659
34973	GML	chr8	142834800	142846851	+	12052
34974	CYP11B1	chr8	142872356	142879820	-	7465
34975	CYP11B2	chr8	142910558	142917843	-	7286
34976	LOC105375794	chr8	142925292	142927173	+	1882
34977	LY6E-DT	chr8	142982030	143018390	-	36361
34978	CDC42P3	chr8	142995827	142997663	+	1837
34979	LY6E	chr8	143018484	143022410	+	3927
34980	C8orf31	chr8	143039208	143054303	+	15096
34981	LOC105375795	chr8	143043082	143045256	-	2175
34982	LY6L	chr8	143080629	143083486	+	2858
34983	LY6H	chr8	143157915	143160654	-	2740
34984	LOC107986906	chr8	143191623	143195605	+	3983
34985	GPIHBP1	chr8	143213217	143217170	+	3954
34986	ZFP41	chr8	143246938	143253591	+	6654
34987	GLI4	chr8	143267444	143276931	+	9488
34988	MINCR	chr8	143280821	143281700	-	880
34989	ZNF696	chr8	143291416	143299952	+	8537
34990	TOP1MT	chr8	143309323	143359977	-	50655
34991	RHPN1-AS1	chr8	143366622	143368635	-	2014
34992	RHPN1	chr8	143368826	143384220	+	15395
34993	LOC107986984	chr8	143411030	143417452	+	6423
34994	MAFA-AS1	chr8	143417678	143419150	+	1473
34995	MAFA	chr8	143428063	143430732	-	2670
34996	ZC3H3	chr8	143450553	143541565	-	91013
34997	SNORD149	chr8	143506184	143506248	-	65
34998	GSDMD	chr8	143553386	143563062	+	9677
34999	LOC100310756	chr8	143556818	143558271	-	1454
35000	MROH6	chr8	143566191	143572772	-	6582
35001	NAPRT	chr8	143574584	143578349	-	3766
35002	EEF1D	chr8	143579721	143597675	-	17955
35003	TIGD5	chr8	143597830	143603224	+	5395
35004	PYCR3	chr8	143603209	143609575	-	6367
35005	TSTA3	chr8	143612617	143618043	-	5427
35006	LOC105375798	chr8	143620429	143634004	-	13576
35007	ZNF623	chr8	143649783	143653730	+	3948
35008	LOC105375799	chr8	143663117	143668477	+	5361
35009	ZNF707	chr8	143684478	143695385	+	10908
35010	BREA2	chr8	143697114	143698413	+	1300
35011	CCDC166	chr8	143706693	143708109	-	1417
35012	LOC101928160	chr8	143708050	143713898	+	5849
35013	MAPK15	chr8	143716304	143722458	+	6155
35014	FAM83H	chr8	143723932	143733779	-	9848
35015	MIR4664	chr8	143733082	143733153	-	72
35016	FAM83H-AS1	chr8	143734139	143746337	+	12199
35017	LOC105375800	chr8	143758491	143760508	-	2018
35018	IQANK1	chr8	143771129	143790702	+	19574
35019	SCRIB	chr8	143790924	143815773	-	24850
35020	MIR937	chr8	143812956	143813042	-	87
35021	PUF60	chr8	143816376	143825006	-	8631
35022	LOC107986985	chr8	143829279	143831671	+	2393
35023	NRBP2	chr8	143832934	143840974	-	8041
35024	MIR6845	chr8	143837755	143837816	-	62
35025	EPPK1	chr8	143857318	143879043	-	21726
35026	PLEC	chr8	143915152	143976800	-	61649
35027	MIR661	chr8	143945190	143945279	-	90
35028	PARP10	chr8	143977157	143986460	-	9304
35029	GRINA	chr8	143990055	143993415	+	3361
35030	SPATC1	chr8	144010991	144047032	+	36042
35031	SMPD5	chr8	144049397	144050059	+	663
35032	OPLAH	chr8	144051265	144060692	-	9428
35033	MIR6846	chr8	144057320	144057380	-	61
35034	EXOSC4	chr8	144078671	144080648	+	1978
35035	MIR6847	chr8	144079873	144079942	+	70
35036	GPAA1	chr8	144082633	144086216	+	3584
35037	CYC1	chr8	144095075	144097525	+	2451
35038	SHARPIN	chr8	144098636	144104248	-	5613
35039	MAF1	chr8	144104460	144107611	+	3152
35040	WDR97	chr8	144108870	144116392	+	7523
35041	HGH1	chr8	144137773	144140851	+	3079
35042	MROH1	chr8	144168350	144261938	+	93589
35043	BOP1	chr8	144262044	144291438	-	29395
35044	MIR7112	chr8	144262672	144262737	-	66
35045	SCX	chr8	144265059	144268483	+	3425
35046	HSF1	chr8	144309457	144314720	+	5264
35047	DGAT1	chr8	144316290	144324820	-	8531
35048	MIR6848	chr8	144317245	144317315	-	71
35049	SCRT1	chr8	144330564	144336482	-	5919
35050	TMEM249	chr8	144353225	144355609	-	2385
35051	FBXL6	chr8	144355430	144358472	-	3043
35052	SLC52A2	chr8	144358556	144361286	+	2731
35053	LOC101928902	chr8	144368936	144372871	-	3936
35054	ADCK5	chr8	144373761	144393242	+	19482
35055	CPSF1	chr8	144393230	144409400	-	16171
35056	MIR939	chr8	144394148	144394230	-	83
35057	MIR1234	chr8	144400085	144400165	-	81
35058	MIR6849	chr8	144400276	144400345	-	70
35059	SLC39A4	chr8	144412413	144417146	-	4734
35060	VPS28	chr8	144423600	144428563	-	4964
35061	TONSL	chr8	144435077	144444488	-	9412
35062	TONSL-AS1	chr8	144435167	144439893	+	4727
35063	MIR6893	chr8	144435550	144435619	-	70
35064	MIR10400	chr8	144462484	144462539	-	56
35065	CYHR1	chr8	144463824	144465701	-	1878
35066	KIFC2	chr8	144466336	144474202	+	7867
35067	FOXH1	chr8	144473411	144475849	-	2439
35068	LOC101928953	chr8	144496634	144505474	-	8841
35069	PPP1R16A	chr8	144497200	144502121	+	4922
35070	GPT	chr8	144502216	144507174	+	4959
35071	MFSD3	chr8	144508080	144511209	+	3130
35072	RECQL4	chr8	144511283	144517826	-	6544
35073	LRRC14	chr8	144517991	144525172	+	7182
35074	LRRC24	chr8	144522387	144527033	-	4647
35075	C8orf82	chr8	144525732	144529111	-	3380
35076	ARHGAP39	chr8	144529178	144614383	-	85206
35077	LOC100996662	chr8	144700374	144709587	+	9214
35078	LOC107986986	chr8	144735387	144760723	+	25337
35079	ZNF251	chr8	144751383	144755374	-	3992
35080	LOC105375805	chr8	144765367	144770461	-	5095
35081	ZNF34	chr8	144773113	144781873	-	8761
35082	RPL8	chr8	144789768	144792390	-	2623
35083	MIR6850	chr8	144791930	144791991	-	62
35084	ZNF517	chr8	144804160	144813137	+	8978
35085	LOC100130027	chr8	144808809	144827040	-	18232
35086	ZNF7	chr8	144827508	144848070	+	20563
35087	COMMD5	chr8	144850175	144853556	-	3382
35088	ZNF250	chr8	144876954	144902177	-	25224
35089	ZNF16	chr8	144930357	144950880	-	20524
35090	ZNF252P	chr8	144973588	145002899	-	29312
35091	TMED10P1	chr8	144994864	144998897	+	4034
35092	ZNF252P-AS1	chr8	145002810	145006046	+	3237
35093	C8orf33	chr8	145052466	145056030	+	3565
35094	DDX11L5	chr9	11986	14525	+	2540
35095	WASHC1	chr9	14474	19115	-	4642
35096	LOC107987041	chr9	29718	30796	+	1079
35097	MIR1302-9	chr9	30143	30281	+	139
35098	FAM138C	chr9	34393	35864	-	1472
35099	PGM5P3-AS1	chr9	72689	75298	+	2610
35100	LINC01388	chr9	100992	114246	-	13255
35101	FOXD4	chr9	116230	118417	-	2188
35102	CBWD1	chr9	121041	179083	-	58043
35103	LOC105375942	chr9	128601	134972	-	6372
35104	LOC105375943	chr9	190713	199150	-	8438
35105	DOCK8-AS1	chr9	213456	215750	-	2295
35106	LOC105375945	chr9	356654	364975	-	8322
35107	DOCK8	chr9	366201	465260	+	99060
35108	LOC112268042	chr9	464773	470214	-	5442
35109	LOC105375947	chr9	500647	504242	-	3596
35110	KANK1	chr9	653314	746103	+	92790
35111	LOC107987042	chr9	706947	709615	-	2669
35112	LOC105375949	chr9	805235	826756	-	21522
35113	DMRT1	chr9	841646	969090	+	127445
35114	DMRT3	chr9	976654	991732	+	15079
35115	LINC01230	chr9	1048142	1048641	+	500
35116	DMRT2	chr9	1049857	1057554	+	7698
35117	LOC102723803	chr9	1298286	1333183	+	34898
35118	LOC105375951	chr9	1701336	1962697	+	261362
35119	LOC105375953	chr9	1916647	1918910	-	2264
35120	LOC105375952	chr9	1925713	1930358	-	4646
35121	SMARCA2	chr9	2157661	2193620	+	35960
35122	LOC107987043	chr9	2176182	2243679	-	67498
35123	LOC105375955	chr9	2289215	2296903	+	7689
35124	LOC105375956	chr9	2407659	2431615	+	23957
35125	LOC101930053	chr9	2423857	2494240	-	70384
35126	LOC101930048	chr9	2494262	2506536	-	12275
35127	VLDLR-AS1	chr9	2535651	2622373	-	86723
35128	VLDLR	chr9	2621786	2660056	+	38271
35129	LOC105375957	chr9	2652922	2667976	-	15055
35130	KCNV2	chr9	2717509	2730037	+	12529
35131	PUM3	chr9	2804151	2844095	-	39945
35132	LINC01231	chr9	3181588	3200500	+	18913
35133	LOC105375959	chr9	3193590	3196107	-	2518
35134	RFX3	chr9	3218296	3288237	-	69942
35135	RFX3-AS1	chr9	3668085	3691756	+	23672
35136	LOC105375962	chr9	3791740	3802610	+	10871
35137	GLIS3	chr9	3824126	4310694	-	486569
35138	GLIS3-AS1	chr9	3898645	3901248	+	2604
35139	LOC105375964	chr9	3971377	3994186	+	22810
35140	LOC107986989	chr9	4299334	4307343	+	8010
35141	SLC1A1	chr9	4490465	4587469	+	97005
35142	SPATA6L	chr9	4588329	4666349	-	78021
35143	PLPP6	chr9	4662293	4665258	+	2966
35144	CDC37L1-DT	chr9	4676599	4679480	-	2882
35145	CDC37L1	chr9	4679568	4708399	+	28832
35146	AK3	chr9	4709555	4742043	-	32489
35147	RCL1	chr9	4792833	4861077	+	68245
35148	MIR101-2	chr9	4850296	4850375	+	80
35149	JAK2	chr9	5041692	5128183	+	86492
35150	LOC107987044	chr9	5113418	5115001	-	1584
35151	INSL6	chr9	5163867	5185639	-	21773
35152	INSL4	chr9	5231418	5235304	+	3887
35153	RLN2	chr9	5299863	5304716	-	4854
35154	RLN1	chr9	5299863	5306134	-	6272
35155	PLGRKT	chr9	5357965	5438539	-	80575
35156	CD274	chr9	5450502	5470567	+	20066
35157	PDCD1LG2	chr9	5510437	5571254	+	60818
35158	RIC1	chr9	5709394	5777266	+	67873
35159	ERMP1	chr9	5784574	5867091	-	82518
35160	MLANA	chr9	5890888	5910606	+	19719
35161	KIAA2026	chr9	5911905	6008489	-	96585
35162	MIR4665	chr9	6007825	6007904	+	80
35163	RANBP6	chr9	6011024	6015660	-	4637
35164	IL33	chr9	6248470	6257983	+	9514
35165	LOC107987046	chr9	6279814	6328268	-	48455
35166	TPD52L3	chr9	6328369	6331891	+	3523
35167	UHRF2	chr9	6413147	6507056	+	93910
35168	GLDC	chr9	6532463	6645692	-	113230
35169	LINC02851	chr9	6704353	6707780	+	3428
35170	KDM4C	chr9	6757388	6815149	+	57762
35171	LOC105375969	chr9	7179632	7212277	+	32646
35172	LOC105375970	chr9	7304567	7344574	+	40008
35173	LOC102723994	chr9	7343890	7346383	-	2494
35174	DMAC1	chr9	7796499	7799778	-	3280
35175	LOC105375971	chr9	7914543	7961227	-	46685
35176	PTPRD	chr9	8315628	8857707	-	542080
35177	PTPRD-AS1	chr9	8858017	8861727	+	3711
35178	LOC105375972	chr9	9799391	9803791	+	4401
35179	PTPRD-AS2	chr9	10613205	10620420	+	7216
35180	LOC102724027	chr9	11172108	11196542	-	24435
35181	LOC105375974	chr9	11253968	11502598	-	248631
35182	LOC105375975	chr9	11610221	11618749	-	8529
35183	LOC101929446	chr9	11826166	11835022	-	8857
35184	LOC105375976	chr9	12098787	12159115	-	60329
35185	TYRP1	chr9	12693384	12710285	+	16902
35186	LURAP1L-AS1	chr9	12699998	12814389	-	114392
35187	LURAP1L	chr9	12775019	12823060	+	48042
35188	SNORD137	chr9	12972554	12972633	-	80
35189	LOC107987047	chr9	13001409	13005626	-	4218
35190	MPDZ	chr9	13105295	13279677	-	174383
35191	LINC01235	chr9	13406379	13431329	-	24951
35192	LOC105375977	chr9	13440735	13487149	+	46415
35193	LINC00583	chr9	13927970	13945607	+	17638
35194	LOC101929507	chr9	13992854	14020092	-	27239
35195	NFIB	chr9	14081842	14180802	-	98961
35196	ZDHHC21	chr9	14588796	14677514	-	88719
35197	CER1	chr9	14715081	14724308	-	9228
35198	FREM1	chr9	14734670	14797641	-	62972
35199	LOC105375979	chr9	14792891	14796590	+	3700
35200	LOC105375980	chr9	14986065	14993257	-	7193
35201	LOC389705	chr9	14993326	15019724	+	26399
35202	LOC105375981	chr9	15145876	15166691	+	20816
35203	TTC39B	chr9	15163621	15250218	-	86598
35204	SNAPC3	chr9	15422808	15466749	+	43942
35205	PSIP1	chr9	15464065	15511019	-	46955
35206	LOC107987048	chr9	15524373	15524793	-	421
35207	CCDC171	chr9	15552943	16062431	+	509489
35208	LOC107987049	chr9	15784703	15785661	+	959
35209	C9orf92	chr9	16203934	16276313	-	72380
35210	BNC2	chr9	16409502	16832350	-	422849
35211	BNC2-AS1	chr9	16726813	16727524	+	712
35212	LOC105375983	chr9	17014071	17050550	+	36480
35213	CNTLN	chr9	17134990	17510020	+	375031
35214	LOC107987051	chr9	17549226	17556366	+	7141
35215	SH3GL2	chr9	17579065	17797124	+	218060
35216	LOC105375987	chr9	17902146	17907256	-	5111
35217	ADAMTSL1	chr9	17907353	18865031	+	957679
35218	LOC107986990	chr9	18344456	18384190	+	39735
35219	LOC105369293	chr9	18419985	18439382	-	19398
35220	MIR3152	chr9	18573305	18573379	+	75
35221	LOC102724102	chr9	18657651	18694386	-	36736
35222	LOC105375985	chr9	18892604	18901119	-	8516
35223	SAXO1	chr9	18927878	18947708	-	19831
35224	RRAGA	chr9	19049426	19051025	+	1600
35225	HAUS6	chr9	19053140	19102904	-	49765
35226	SCARNA8	chr9	19063655	19063786	-	132
35227	PLIN2	chr9	19108390	19127518	-	19129
35228	DENND4C	chr9	19300266	19373545	+	73280
35229	RPS6	chr9	19375714	19380236	-	4523
35230	ACER2	chr9	19408926	19455173	+	46248
35231	LOC105375988	chr9	19470101	19562883	+	92783
35232	SLC24A2	chr9	19507451	20307888	-	800438
35233	MLLT3	chr9	20341668	20622499	-	280832
35234	MIR4473	chr9	20411147	20411238	-	92
35235	MIR4474	chr9	20502264	20502342	-	79
35236	LOC107987052	chr9	20581992	20584361	-	2370
35237	FOCAD	chr9	20658308	20995955	+	337648
35238	FOCAD-AS1	chr9	20683301	20684750	-	1450
35239	MIR491	chr9	20716104	20716188	+	85
35240	SNORA30B	chr9	20786926	20787055	+	130
35241	HACD4	chr9	20999508	21031640	-	32133
35242	LOC105375989	chr9	21030421	21054169	+	23749
35243	IFNB1	chr9	21077103	21077942	-	840
35244	IFNW1	chr9	21140631	21141901	-	1271
35245	IFNA21	chr9	21165636	21166660	-	1025
35246	IFNA4	chr9	21186617	21187599	-	983
35247	IFNA7	chr9	21201468	21202205	-	738
35248	IFNA10	chr9	21206180	21207143	-	964
35249	IFNA16	chr9	21216372	21217311	-	940
35250	IFNA17	chr9	21227242	21228222	-	981
35251	IFNA14	chr9	21239001	21240005	-	1005
35252	LOC107987053	chr9	21267588	21337263	+	69676
35253	IFNA22P	chr9	21277687	21278563	-	877
35254	IFNA5	chr9	21304613	21305313	-	701
35255	KLHL9	chr9	21329664	21335404	-	5741
35256	IFNA6	chr9	21350317	21350887	-	571
35257	IFNA13	chr9	21367371	21368057	-	687
35258	IFNA2	chr9	21384254	21385398	-	1145
35259	IFNA8	chr9	21409116	21410185	+	1070
35260	IFNA1	chr9	21440438	21441316	+	879
35261	MIR31HG	chr9	21454267	21559798	-	105532
35262	IFNE	chr9	21480838	21482313	-	1476
35263	MIR31	chr9	21512114	21512185	-	72
35264	LOC107987026	chr9	21699378	21767987	-	68610
35265	MTAP	chr9	21802635	21867081	+	64447
35266	CDKN2A-DT	chr9	21967138	21967754	+	617
35267	CDKN2A	chr9	21967751	21975133	-	7383
35268	CDKN2B-AS1	chr9	21994790	22077890	+	83101
35269	CDKN2B	chr9	22002902	22009313	-	6412
35270	DMRTA1	chr9	22446823	22455740	+	8918
35271	LINC01239	chr9	22646199	22824213	+	178015
35272	LOC107987054	chr9	22666340	22743096	-	76757
35273	LOC105375990	chr9	22917084	22940009	-	22926
35274	LOC107987055	chr9	23001020	23105175	-	104156
35275	LOC105369298	chr9	23482739	23484534	-	1796
35276	LOC101929563	chr9	23500690	23672399	-	171710
35277	ELAVL2	chr9	23690098	23783547	-	93450
35278	LOC105375992	chr9	23826427	23830578	+	4152
35279	LOC105375993	chr9	23851159	23949643	+	98485
